"Item #","DESC 1","DESC 2","DESC 3","X-REF #","Weight","Retail","Dealer","On Hand"
"6CB-24410-00-00","Fuel Pump - Outside VST       ","Yamaha F225-F350 OEM          ","2010 & Up                     ","6CB-24410-00-00     ",0,831.4,733.77,10
"6CB-45611-00-00","Propshaft                     ","Yamaha F200-F300 2009 & Up    ",,"6CB-45611-00-00     ",3,297.35,243.83,0
"6CB133","Oil Pump                      ","Yamaha 4.2L                   ",,"6CB-13300-00-00     ",0,357.9,314.3,3
"6CE-45224-00-00","Cover, Water Inlet Nose Cone  ","Yamaha F225-F300 OEM          ",,"6CE-45224-00-00     ",0.1,15.05,12.34,14
"6CEW0078P","Water Pump Kit w/ Housing     ","Yamaha F225-F300              ","2010 & Up 4.2L                ","6CE-W0078-01-00     ",1.4,97.3332,58.3956,226
"6CE45321P","Shift Shaft Seal Carrier      ","Yamaha 4 stroke               ","250-300HP 2014-2016           ","6CE-45321-00-00     ",0,6.5339,4.2432,0
"6C5-24410-00-00","Fuel Pump OEM                 ","Yamaha F40-F60                ",,"6C5-24410-00-00     ",0.5,102.85,82.792,6
"6DO-11605-01","Ring Set, Piston              ","Yamaha 3.3L                   ",,,0,0,0,0
"6D0-45332","Carrier, Bearing              ","Yamaha 300 HP 1990-03         ",,"6D0-45332-00-94     ",2,148.4451,101.9998,0
"6D0C","Crankshaft, Used HPDI         ","Yamaha Z200-Z300 3.1L 3.3L    ","2004-UP                       ","6D0-11411-00-00     ",29,1059.894,714.07,0
"6D1-45332","CARRIER, BEARING              ","YAMAHA LF250 DRIVE 3          ","2006 AND LATER                ","6D1-45332-00-CA     ",1,158.9685,99.3007,14
"6E5-43862-00","O Ring Trim Piston            ","Sell 115262FS                 ","Yamaha 40-350hp               ","6E5-43862-00        ",0.01,2.0198,1.0303,0
"6E5-43874-01-00","Back Up Ring Trim Rams OEM    ","Yamaha 115-300hp              ",,"6E5-43874-01-00     ",0.02,8.35,6.85,8
"6E5-45318-00-00","Bushing, Driveshaft           ","Yamaha 115-300 2 Stroke       ","Yamaha F115-F200              ","6E5-45318-00-00     ",0.2,68.4,56.09,6
"6E5R","Connecting Rod Reconditioned  ","Yamaha V4-V6 84-92            ","21.5mm Wrist Pin              ","6E5-11650-01-00     ",1,49.985,30.603,0
"6F6CV","Check Valve OEM               ","Yamaha F80, F100              ","1999-2000                     ","6F6-11372-00-00     ",0.02,7.4,5.974,4
"6F6CV-P","Check Valve                   ","Yamaha 150-250HP              ","1987-Later                    ","6F6-11372-00-00     ",0.02,6.5953,4.2925,0
"6GR-W0078-00-00","Water Pump Repair Kit         ","Yamaha F425 V8                ","OEM                           ","6GR-W0078-01-00     ",2,187.6,159.46,1
"6GR-12411-00-00","Thermostat                    ","Yamaha F425 V8                ",,,0.5,98,83.3,1
"6GR-44352-00-00","Impeller, Water Pump          ","Yamaha 425hp V8               ",,"6GR-44352-00-00     ",0.7,44.75,38.04,0
"6G1-W0001-C1-00","Seal Kit, Lower Gearcase OEM  ","Yamaha 6 HP 86-98, 8 HP 84-96 ",,"6G1-W0001-C1-00     ",0.07,20.9,16.818,1
"6G1-45251-03P","Anode, lower unit Zinc        ","Yamaha 6-8HP                  ","1990-Late                     ","6G1-45251-03-00     ",0,19.99,11.99,0
"6G5-PROPKIT","Propeller Hardware Kit        ","Yamaha 115-300HP 2 Stroke     ","F115-F300 4 Stroke            ","6G5-W4599-00-00     ",1,31.721,22.6563,4
"6G5-45501","Driveshaft 25"" (XL)           ","Yamaha 150-200 HP 1986-07     ",,"6G5-45501-22-00     ",5,0,0,0
"6H1-PROPKIT","Propeller Hardware Kit        ","Yamaha 60-90HP 2-Stroke       ","50HP 96-00 4-Stroke           ","6H1-W4599-00-00     ",1,31.721,22.6563,0
"6H1-43822-00-00","Dust Seal, Trim Cyl Cap       ","Yamaha 60-90hp OEM            ","1987                          ","6H1-43822-00-00     ",0.01,12.7987,10.4458,0
"6H1-43829-00-00","Plug, Reservoir               ","Yamaha F25-F250               ",,"6H1-43829-00-00     ",0.01,12.35,10.2,8
"6H1-45631-01","Clutch Dog OEM                ","Yamaha 60-90hp                ","1988-2006                     ","6H1-45631-01        ",0.6,151.5848,123.7177,0
"6H1-81950-01-00","Relay Assy, Power Trim        ","Yamaha F40-T60                ","OE                            ","6H1-81950-01-00     ",1,222.7,184.135,0
"6H3-14380-00-00","Solenoid Primer               ","Yamaha 60-90HP 1992 & Up      ",,"6H3-14380-00-00     ",0.2,193.55,165.13,8
"6H3-24411-10-00","Diaphragm                     ","Yamaha 40-90HP                ",,"6H3-24411-10-00     ",0,9.85,7.922,6
"6H3-24434-10-00","Gasket, Fuel / Carb           ","Yamaha 40-90hp                ",,"6H3-24434-10-00     ",0.001,10.9,9.27,0
"6H3YC","Crankshaft Reman              ","Yamaha 70HP                   ",,,20,495.5504,298.5935,0
"6H4-PROPKIT","Propeller Hardware Kit        ","Yamaha 60-50HP 2 Stroke       ","F40-F50HP 4 Stroke            ","6H4-W4599-00-00     ",1,21.9878,16.8214,0
"6H4-14984-00-00","Gasket, Float Chamber         ","Yamaha 40-90hp                ",,"6H4-14984-00-00     ",0,10.25,8.71,0
"6H4S","Crankshaft Reman              ","Yamaha 40-50hp 3cyl           ","W/o Oil Drive Gear            ","6H4-11400-14-00     ",23,589,429,4
"6H4SN","Crankshaft New OEM            ","Yamaha 40-50hp 3cyl           ","W/o Oil Drive Gear            ","6H4-11400-14-00     ",19.7,1169.7,1070.35,2
"6J8C","Crankshaft                    ","Yamaha 3Cyl 30hp              ",,"6J8-11400-11-00     ",12.7,699.92,428.442,0
"6K5C","Crankshaft Reconditioned      ","Yamaha 60-70hp 3cyl           ","+ $200 Core                   ","6H3-11400-10-00     ",25.9,666.6,554.49,1
"6K5CN","Crankshaft New OEM            ","Yamaha 60-70hp 3Cyl           ",,"6H3-11400-11-00     ",24.1,1480.5,1306.647,1
"6K5CU","Crankshaft Used               ","Yamaha 3Cyl 60-70hp           ",,,19,609.889,305.979,0
"6K5LAB","Lab Seal                      ","Yamaha 70hp 3cyl              ",,,0.1,53.3447,32.6534,0
"6L5-45251-02P","Anode, Trim Tab Zinc          ","Yamaha /Mercury               ","2.5-6hp 1988-Late             ","6L5-45251-02-00     ",0.7,5.25,3.15,0
"6N7-85510","Stator, 15 amp OEM            ","Yamaha 115-130 V4             ","1991-2009                     ","6N7-85510-00-00     ",4.4,493.05,422.559,2
"6N7-85510-00-00","Stator, 15 amp                ","Yamaha 115-130 V4,            "," 1998-up                      ","6N7-85510-00-00     ",4.4,419.0581,357.0248,0
"6N7CR","Crankshaft Reman              ","Yamaha 115-130 90? V4         ","1990-1995 Large Taper         ","6N7-11411-00-00     ",25,489.801,391.5144,0
"6P2-11181-00-00","Gasket, Cylinder Head         ","Yamaha F250 4-Stroke          ","Head 1                        ","6P2-11181-00-00     ",0.5,186.1,153.888,0
"6P2-11182-00-00","Gasket, Cylinder Head         ","Yamaha F250 4-Stroke          ",,"6P2-11182-00-00     ",0.5,144.3,116.169,1
"6P2-13300-00-00","Oil Pump                      ","Yamaha LF200-F250 2006 & Later",,"6P2-13300-00-00     ",3,390.6,343,4
"6P3-WS24A-01-00","Element, Fuel Filter OEM      ","Yamaha F150-F300              ",,"6P3-WS24A-01-00     ",0.05,16.3984,14.2202,0
"6P3-24560-22-00","Fuel Filter Assy Complete OEM ","Yamaha F225-F350 Z150-200     ","2004-2020                     ","6P3-24560-22-00     ",0.5,146.9,120.46,0
"6P3-24563-01-00","Filter Element, Fuel OEM      ","Yamaha F150-F300              ","2007 & Up                     ","6P3-24563-01-00     ",0.07,26.6973,21.7893,0
"6P3-24564-00-00","Gasket, Fuel Filter OEM       ","Yamaha F150-F350              ","2006 & Up                     ","6P3-24564-00-00     ",0.02,8,6.1875,0
"6R3-24560-00-00","Fuel Filter                   ","Yamaha 115-225HP              ",,"6R3-24560-00-00     ",1,65.95,53.117,10
"6R3855","Stator, OEM                   ","Yamaha 150-225                ","1991-2009                     ","6R3-85510-00        ",4.6,553.5,453.87,9
"6T4-43875-00-00","Snap Ring OEM                 ","Yamaha 200-250HP 1990-Up      ",,"6T4-43875-00-00     ",0.01,2.9,2.38,8
"6X2-85885-10-00","Throttle Sensor Assy          ","Yamaha F75-100 150-300 2Stroke","Mercury 75-90 4 Stroke        ","61A-85885-00-00     ",0.5,170.2,140.74,0
"6YK-24306","Fuel Line 8mm 9.8ft w/Ends OEM","Yamaha Conventional Style     ",,"6YK-24306-64-00     ",0,73.7,60.43,1
"6Y5-8350T-D0-00","Tachometer Assy, Multifunction","Yamaha                        ",,"6Y5-8350T-D0-00     ",2,293.1,251.19,9
"6Y5-83570-A0-00","Speedometer, Multifunction    ","Yamaha                        ",,"6Y5-83570-A0-00     ",2,374,306.68,4
"60X-44555","Mount Damper, Lower Side OEM  ","Yamaha F200-250               ","2006-Later                    ","60X-44555-00-94     ",0.97,135.85,111.4,3
"6013W","Fuel Pump w/Filter            ","Yamaha Z225/250/300 HPDI      ","2003 & Later Electrical       ","60V-13907-00-00     ",1.1,65.4371,38.1671,0
"60139","Oil Seal, Tilt Ram OEM        ","Yamaha, 225-220HP V6 3.3L     ","F225 & LF225                  ","93106-19N50-00      ",0.01,7.5992,6.192,0
"6018","Oil Filter                    ","Honda BF150                   ",,"15400-PLC-004       ",0.5,9.079,5.8727,0
"6027P","Anode, Half Moon Zinc         ","Johnson/Evinrude 48hp / 88-300","Cobra & Mercury               ","392123              ",1.8,23.06,17.29,5
"607202","Gasket, Thermstat Cover       ","Johnson/Evinrude 9.9-15hp     ",,"329920              ",0.01,2.0893,1.2532,0
"6080","Flywheel High Perf            ","Mercury 2.0 / 2.4 / 2.5L V6   ","$500 Core                     ",,5,1394.8605,735.4411,0
"61A-W0078-A3-00","Impeller Repair Kit, OE       ","Yamaha 115-225HP V4 V6        ","1992-02                       ","61A-W0078-A3-00     ",0,68.4,55.065,101
"61A-11447-00-00","Seal Ring , Crank             ","Yamaha 76 Degree              ",,"61A-11447-00-00     ",0.02,16.85,13.571,3
"61A-4389H-01-00","O-RING                        ","Yamaha V6 4-Stroke            ",,"61A-4389H-01-00     ",0.001,2.3998,1.9586,0
"61A-4389HP","O-Ring                        ","Yamaha 225-300hp 76º          ","1997-2010 F200-F225           ","61A-4389H-01-00     ",0.1,3.2825,2.626,62
"61A-85510-02-00","Stator                        ","Yamaha 3.1L V6                ",,,4,624.3876,637.0014,0
"61A-85570-00-00","Ignition Coil Assembly        ","Yamaha 150HP-250HP V6 EFI     ","1990-2005                     ","61A-85570-00-00     ",1.5,82.8,67.9,3
"61ACR","Cranskshaft Reconditioned     ","Yamaha 250                    ","Core Charge Included          ","61A-11411-00-00     ",43,748.3352,595.514,0
"61ACR-C","Cranskshaft Core              ",,,,0,149.985,153.015,0
"61A20","Oil Filter                    ","Suzuki  OEM                   ","DF970-DF115                   ","16510-61A21-MHL     ",0.6,14.6485,9.7114,24
"61N-W0078-11-00","Water Pump Kit w/Housing      ","Yamaha F25, C30               ","1998 & Up                     ","61N-W0078-10-00     ",0,36.95,29.56,3
"6106","Anode, Bar Small Zinc         ","Honda BF35-50hp               ",,"06411-ZV5-000       ",0.81,11.63,8.72,18
"6115ZY305","Gasket Kit, Powerhead         ","Honda 200-225HP 4Strk         ","'02 and UP                    ","06115-ZY3-305       ",2.23,419.08,307.32,3
"61150","Cover, Water Indicator        ","Suzuki DF25-140               ","Johnson/Evinrude 30-140       ","61150-99E00         ",0.5,7.78,6.61,2
"62Y-W0093-10-00","Carburetor Kit OEM            ","Yamaha F50, T50               ","2001-2004                     ","62Y-W0093-11-00     ",0.5,87.0213,88.7793,0
"62Y-11356P","Seal, Cylinder/Valve Cover    ","Yamaha  F40/F50/F/60/T50/T60  ","2006-Later                    ","62Y-11356-00-00     ",0,9.1409,5.9449,23
"62Y-45631P","Clutch Dog                    ","Yamaha F50/F60                ","F50 2001-Later/F60 2002-Later ","62Y-45631-00-00     ",1,73.4981,47.777,5
"62Y24410","Fuel Pump, Mechanical OEM     ","Yamaha F25-F60hp 95-04        ","Non-Stocking Item             ","62Y-24410-04-00     ",0.7,86.1414,74.7019,0
"620","Gasket, Powerhead Base        ","Mercury 35hp 2cyl             ",,"27-62860 1          ",0.03,4.9266,3.0178,10
"6200K","Engine Rebuild Kit Standard   ","Mercury 75-90hp L3 3.500"" Bore","1994-07 Top Guided            ",,10,750,440,-1
"6200K4","Engine Rebuild Kit Standard   ","Mercury 100-112 L4 3.500"" Bore","1994-07 Top Guided            ",,10,980,575,0
"6206C3","Bearing, Crankshaft           ","Same as 206                   ",,,0.62,14.4731,8.8592,0
"6207C3","Bearing, Ball Crankshaft      ","Yamaha Press Crank            ","Can Use 207                   ",,0.6,23.9761,14.6763,0
"6208C3","Bearing, Crankshaft           ","Same as 208                   ",,,0.78,21.7916,13.3392,0
"6208NRC4","Bearing, Ball Bearing NR C4 Fi","Same as 208NR                 ",,,0.6,15.2377,12.4587,0
"6215K","Engine Rebuild Kit .015 Over  ","Mercury 75-90hp L3 3.500"" Bore","1994-07 Top Guided            ",,10,750,440,0
"6215K4","Engine Rebuild Kit .015 Over  ","Mercury 100-112 L4 3.500"" Bore","1994-07 Top Guided            ",,10,980,575,0
"6220A3","Harness, Engine 6220A4        ","Mercury 135-200hp             ","2.4L EFI 2.5L EFI Offshore    ","84-96220A4          ",0.8,171.4828,104.9683,0
"6227A","Gasket, Intake Stbd           ","Johnson/Evinrude 135-175hp FFI","60? V6                        ","344347              ",0.2,25.197,15.4236,0
"6230K","Engine Rebuild Kit .030 Over  ","Mercury 75-90hp L3 3.500"" Bore","1994-07 Top Guided            ",,10,750,440,0
"6230K4","Engine Rebuild Kit .030 Over  ","Mercury 100-112 L4 3.500"" Bore","1994-07 Top Guided            ",,10,980,575,0
"6230M","Pro Piston Kit .030           ","Mercury L3 L4                 ","Bore Size 3.530               ","821896A4            ",2,129.987,71.3968,0
"6236","Trim Motor                    ","Honda 2007-Up BF75, BF90      ",,"36120-ZY9-003       ",4,376.95,272.95,3
"6238P","Sell t1076M                   ",,,,0,0,0,0
"6239","Trim Motor                    ","Honda                         ",,,4,231.95,162.95,0
"624U","Connecting Rod, Used          ","Mercury 30-115 Inlines        ",,"624-8101A3          ",0.7,69.983,50.9948,0
"6241P","Trim MOtor                    ",,,,0,0,0,0
"6250-1","Trim Motor                    ",,,,4,333.9166,203.969,0
"6250-2","Trim Motor 2 Wire OEM         ","Mercury 135-225hp 2.5L 3.0L   ","1996 & Up                     ","828708              ",4.3,478.21,406.47,3
"6257","Trim Motor, 3 Bolt            ","Yamaha 50-60HP 4-Stroke       ","2005-2011                     ","6C5-43880-01-00     ",3.1,384.95,268.95,2
"6278","Trim Motor w/ Pump Cartridge  ","Mercury 45-220hp              ","1985-1991                     ","99186               ",7.2,612.8887,437.5719,0
"63P-11351-00-00","Gasket, Powerhead Base        ","Yamaha 150HP 4-Stroke         ",,"63P-11351-00-00     ",0.2,103.7,85.03,19
"63P-11590-01-00","Tensioner Assembly            ","Yamaha F150-F225 4-Stroke     ","2006-Late                     ","63P-11590-01-00     ",1,467.35,398.82,9
"63P-45378-00-00","Nipple, Hose                  ","Yamaha                        ",,"63P-45378-00-00     ",0.1,5.55,4.481,42
"63P-46241-00-00","Belt, Timing                  ","Yamaha F150 2005-Present      ",,"63P-46241-00-00     ",2,152.5,122.792,13
"63P43862","O-Ring, Trim Cap              ","Yamaha F150-F200HP 2006-Late  ",,"63P-43862-10-00     ",0.01,4.45,3.66,2
"63004","Oil Seal, Upper Crankshaft    ","Yamaha 200-225 4 Stroke       ",,"93102-63004         ",0.02,25.9974,14.1284,0
"6305P","Bearing, Ball  Crankshaft Pinn","Yamaha 40-50hp                ","Can use 6305S                 ",,0.5,32.4481,19.8642,0
"638R","Connecting Rod Reman          ","Mercury L3-L4                 ","Bottom GUided                 ","638-9002A 6         ",1.5,99.94,71.356,0
"6388A","Gasket, Reed Plate Port       ","Johnson/Evinrude 90/115 60?FFI",,"345044              ",0.05,13.1085,9.3551,0
"6389A","Gasket, Reed Plate Stbd       ","Johnson/Evinrude 90/115 60?FFI",,"345045              ",0.05,13.1085,9.3551,0
"64E-43821-09-00","Screw, Trim Cylinder End OEM  ","Yamaha 115-300hp 1997-2006    ",,"64E-43821-09-00     ",0.3,81.3,67.2,0
"64E-43866-00","O Ring, Trim Cap              ","Yamaha 115-300                ","F115-F150                     ","64E-43866-00        ",0,3.5346,2.0606,0
"64E-43867-00","O-Ring, Trim Cap              ","Yamaha 115-300 V4 V6 97-11    ","F115-F150 02-11               ","64E-43867-00        ",0.01,2.0198,1.0303,0
"64E-43883-00","O Ring, Trim Shaft            ","Yamaha 115-300                ","F115-F150                     ","64E-43883-00        ",0,2.0198,1.0303,0
"640R","Connecting Rod Used           ","Mercury 2-3Cyl                ","Top Guided                    ","640-9612A7          ",1.5,81.9818,59.1658,0
"6420","Mallory Piston Kit .020       ","Force 40-120hp                ","Bore Size 3.395 Top Guided    ",,2,77.1654,46.9099,0
"6420V","ProV Piston Kit .020          ","Force 40-120hp                ","Bore Size 3.395 Top Guided    ",,2,76.6352,46.9099,0
"643U","Connecting Rod Used           ","Evinrude 200-300HP FFI & E-Tec","3.3L & 3.4L 2001 & Later      ",,1.3,168.6026,102.9786,0
"6430V","ProV Piston Kit .030          ","Force 40-120hp                ","Bore Size 3.405 Top Guided    ","700-828304A 4       ",2,76.6352,46.9099,0
